subject	tr	task	roi	beta	tval	zval
sub-08	2500	AA	hMT+ R	0.8059208018331487	3.02727511601533	2.9206154605169856
sub-08	2500	AA	V1 L	-0.1720171386672138	-0.2670521097299466	-0.2615394243078393
sub-08	2500	AA	V1 R	0.06084525582579907	0.16623453523440798	0.16752535295676327
sub-08	2500	UA	hMT+ L	0.8391805869026868	2.825905852257363	2.7400032006097206
sub-08	2500	UA	hMT+ R	1.0349751394568203	3.597491636849798	3.459262557721743
sub-08	2500	UA	V1 L	0.7058633421099091	1.6520107728704643	1.6302449207008864
sub-08	2500	UA	V1 R	0.7179961422502179	2.3114097732683896	2.2664409999337827
sub-10	0500	AA	hMT+ L	1.5684838643788173	10.587599663916112	10.183452946258086
sub-10	0500	AA	hMT+ R	1.3322906184205157	7.8142901239031355	7.60456665599289
sub-10	0500	AA	V1 L	0.6133502345881658	3.3000979896205145	3.2791179136217874
sub-10	0500	AA	V1 R	0.24266136282687464	1.9089490456616327	1.903692451748989
sub-10	0500	UA	hMT+ L	1.0656603722355684	6.2572383674090855	6.156019311499368
sub-10	0500	UA	hMT+ R	1.204348225753011	5.7886196419740354	5.69160570185593
sub-10	0500	UA	V1 L	0.7431430545144803	3.7047463849916884	3.6810858083135463
sub-10	0500	UA	V1 R	0.4782666409433162	2.9491369064361144	2.938359379159411
sub-10	0750	AA	hMT+ L			
sub-10	0750	AA	hMT+ R			
sub-10	0750	AA	V1 L			
sub-10	0750	AA	V1 R			
sub-10	0750	UA	hMT+ L	0.7141293740167862	4.951304880193916	4.869919730635219
sub-10	0750	UA	hMT+ R	0.8267688779826171	4.853147565396007	4.741504338253079
sub-10	0750	UA	V1 L	0.9204900480334932	6.3446339539461345	6.188446683938726
sub-10	0750	UA	V1 R	0.6647208054528	4.335566692591883	4.290272458506383
sub-10	1000	AA	hMT+ L	1.8015426558578707	9.256784481120173	8.689707455297317
sub-10	1000	AA	hMT+ R	1.5215958287304034	7.3294647230975984	6.9858905319648095
